diffuser_length_mm,diffuser_output_height_mm,diffuser_epsilon_ad,peak_over_diffuser_equal,energy_over_diffuser_equal,broadening_ratio,pulse_correlation,postcursor_ratio,transverse_energy_ratio,diffuser_equal_over_abrupt_equal_power,diffuser_maximum_over_abrupt_equal_power,work_diffuser_equal_j_per_m,work_diffuser_maximum_j_per_m,work_abrupt_equal_j_per_m,work_abrupt_maximum_j_per_m,passed
65.41,7.0,0.04999666859468732,1.0031666550945642,0.9962576356745765,1.0,0.9999518840546787,0.09240334633678246,0.006182953091064596,1.2489475839653488,1.2533116819044645,0.0009164930179336204,0.0009164836739018308,0.0009164837090685647,0.0009164837090685644,true
