lens_focus_ux_nm,uniform_focus_ux_nm,pressure_gain,lens_active_power_w,uniform_active_power_w,power_normalized_gain,ideal_scalar_gain,ideal_efficiency,fwhm_mm,profile_peak_y_mm,transverse_energy_ratio,passed
2.3028904215545922,1.222860406938387,1.8831997572970909,13.443944397718816,8.991541179702033,1.5401041975306244,3.446013111599341,0.4469234874198843,8.0,0.0,4.6710847647327334e-5,false
