perturbed_group,base_gap_mm,perturbed_gap_mm,delta_gap_mm,base_focus_ux_m,perturbed_focus_ux_m,focus_amplitude_relative_change,focus_amplitude_derivative_m_per_mm,base_gain,perturbed_gain,gain_derivative_per_mm,base_group7_phase_error_deg,perturbed_group7_phase_error_deg,group7_phase_error_derivative_deg_per_mm,cross_coupled_response_fraction,cross_to_direct_l2_ratio
7,1.5,1.75,0.25,2.1044346765676072e-8,1.9848067983244933e-8,-0.05684561254152609,-4.7907417594635386e-9,1.6333750735162953,1.5405248669522014,-0.37183754196277874,-147.51347150953407,-154.96476325226013,-29.805166970904263,0.010866871540099243,0.10481535093789433
