common_horn_length_mm,edge_input_height_mm,center_input_height_mm,target_edge_amplitude_ratio,target_center_amplitude_ratio,measured_edge_amplitude_ratio,measured_center_amplitude_ratio,extreme_ratio_relative_error,edge_phase_shift_deg,center_phase_shift_deg,edge_equal_power_efficiency_ratio,center_equal_power_efficiency_ratio,baseline_edge_power_w_per_m,physical_edge_power_w_per_m,baseline_center_power_w_per_m,physical_center_power_w_per_m,passed
112.11939876619402,1.4081731887886972,11.484140153661503,0.20116759839838533,1.6405914505230719,0.46079545021072,0.8834178669511324,-0.7649200533910046,48.31025370146514,120.37073479032,1.0213589454627736,0.8603661733127506,113.79922393341225,23.163216745742883,114.63699671150849,120.86220207954622,false
