leaf_count,splitter_count,maximum_tree_depth,minimum_child_power_fraction,minimum_junction_width_mm,common_transformer_length_mm,level_minimum_power_fractions,level_transformer_lengths_mm,maximum_feed_axial_length_mm,worst_node_id,worst_small_power_fraction,worst_large_power_fraction,worst_target_amplitude_ratio,verified_ideal_feed_gain,minimum_total_feed_power_efficiency_for_gain_2
15,14,4,0.14446029370996585,1.011222055969761,131.00271326349065,0.2048304574889592;0.1472859888706207;0.14446029370996585;0.2829881182827054,107.35974120457938;129.69106057029617;131.00271326349065;85.47423309157773,453.5277481299439,17,0.14446029370996585,0.8555397062900342,0.4109170499805894,2.1260609847797616,0.8849292609146894
