lens_focus_ux_nm,uniform_focus_ux_nm,pressure_gain,lens_active_power_w,uniform_active_power_w,power_normalized_gain,ideal_scalar_gain,ideal_efficiency,fwhm_mm,profile_peak_y_mm,transverse_energy_ratio,passed
1.1453443999803963,0.6022072436550681,1.901910699427631,5.05330177332939,3.7975819959503325,1.6487548435260209,3.057771014920999,0.5392015410835524,8.0,0.0,2.296588653139223e-5,true
