nodes,elements,input_width_mm,small_junction_width_mm,large_junction_width_mm,output_width_mm,transformer_length_mm,output_center_offset_mm,target_output_amplitude_ratio,small_adiabatic_parameter,large_adiabatic_parameter
25582,52144,7.0,3.4999930000000004,3.500006999999999,7.0,131.0,6.0,0.9999980000020001,0.017913511422548066,0.01791340804790997
