transfer_source,focus_ux_m,uniform_focus_ux_m,binary_focus_ux_m,focus_gain,binary_gain,gain_over_binary,transverse_fwhm_mm,binary_transverse_fwhm_mm,uniform_transverse_fwhm_mm,axial_dof_mm,peak_x_mm,peak_y_mm,sidelobe_amplitude_ratio
maximum_state_transient,9.317236354498092e-8,3.737941577849574e-8,8.986168780411418e-8,2.4926115511570592,2.404042062524993,1.0368419047290047,5.0,4.0,40.0,21.0,34.0,0.0,0.2936402675293358
