transfer_source,maximum_scale,maximum_extra_path_mm,common_axial_length_mm,maximum_bend_amplitude_mm,minimum_inner_radius_mm,required_maximum_delay_us,effective_carrier_delay_us,calibrated_lower_hz,calibrated_upper_hz,impulse_peak_gain,carrier_gain,broadening_ratio,pulse_correlation,postcursor_ratio,transverse_fwhm_mm,axial_dof_mm,peak_x_mm,peak_y_mm,sidelobe_amplitude_ratio
maximum_state_transient,2.2,9.724,50.663944208799734,13.74602457793819,3.9300000000000006,5.776763103956275,5.616103382253141,145784.91210937445,338096.9238281237,2.903992592793866,2.694717904934511,0.8990384615384616,0.9999768231320386,0.05594628433291615,5.0,24.5,34.0,0.0,0.32866520422863005
