axial_length_mm,path_length_mm,smooth_amplitude_mm,peak_over_equal_path,peak_over_device,energy_over_equal_path,broadening_ratio,pulse_correlation,postcursor_ratio,transverse_energy_ratio,near_amplitude_over_device,near_phase_deg_over_device,near_group_delay_us_over_device,target_amplitude_over_device,target_phase_deg_over_device,passed
50.663944208799734,60.38794420879974,13.74602457793819,0.977456464045038,0.7874735111786736,0.9619660859426252,0.9905660377358492,0.999830008629513,0.09275011350046372,0.005499335329277251,0.7928159563253706,-64.2265684005449,5.515876003191972,0.8097130751983938,-64.9195514193493,true
