configuration,selected_focus_ux_m,uniform_focus_ux_m,fem_focus_gain,selected_local_peak_m,local_peak_x_mm,local_peak_y_mm,element_order,lens_mesh_size_mm,output_mesh_size_mm
aluminium,2.271309377059276e-8,1.6159257955212245e-8,1.4055777705600982,2.3063894919143678e-8,48.0,14.0,2,0.6,2.0
