configuration,selected_focus_ux_m,uniform_focus_ux_m,fem_focus_gain,selected_local_peak_m,local_peak_x_mm,local_peak_y_mm
aluminium,2.263918741097633e-8,1.6029026393450525e-8,1.4123869320114617,2.3044699187583052e-8,48.0,14.0
