equal_splitter_useful_efficiency,best_unequal_splitter_useful_efficiency,tree_useful_efficiency_upper_bound,minimum_tree_efficiency_for_pulse_gain_2,pulse_power_only_gain_upper_bound,carrier_power_only_gain_upper_bound,routed_profile_carrier_gain,passed
0.9420469907840849,0.9686039905811457,0.8766895108684404,0.8849292609146894,1.9906670276221772,1.9216969958719166,1.804980057189602,false
