resolution,final_time_us,samples_per_period,peak_over_equal_path,envelope_peak_over_equal_path,energy_over_equal_path,broadening_ratio,pulse_correlation,postcursor_ratio,transverse_energy_ratio,maximum_minus_equal_envelope_delay_us,maximum_tail_envelope_over_peak,equal_tail_envelope_over_peak
100us_30spp,100.00000000000038,30,0.9976220353379351,0.9967128350123857,0.9963456835905194,1.0103092783505154,0.9999019018442374,0.09758013294837561,0.00520466760898618,0.2754820936639129,0.22427464447902282,0.2209904625350603
130us_40spp,130.06198347107687,40,1.0036147142552692,0.9965023080758366,0.996437371822693,1.0,0.9999719941665769,0.09717881566853609,0.005229710964965974,0.30991735537190673,0.016483025860341394,0.015418742472025253
