baseline_lens_focus_nm,weighted_lens_focus_nm,lens_focus_improvement,baseline_uniform_focus_nm,weighted_uniform_focus_nm,baseline_gain,weighted_gain,gain_improvement,weighted_fwhm_mm
2.2258174777509945,2.325600002853105,0.044829608042673996,1.0528297251727983,1.409098704755872,2.1141286425833736,1.6504166776989677,-0.21933952151453284,4.0
