baseline_lens_focus_nm,corrected_lens_focus_nm,baseline_uniform_focus_nm,corrected_uniform_focus_nm,baseline_nominal_gain,corrected_nominal_gain,baseline_equal_energy_gain,corrected_equal_energy_gain,equal_energy_gain_improvement,lens_equal_energy_focus_improvement,corrected_fwhm_mm,corrected_sidelobe_amplitude_ratio,blend_alpha,exact_source_power_available,proxy_passed
2.7943083210116955,2.9185797290709035,1.2304283441634085,1.657062491810449,2.2710045117756112,1.7612973219146155,2.2710045117756112,1.7612973219146155,-0.22444129336514407,0.044473047989999515,4.0,0.2603286652709915,1.0,false,false
