frequency_hz,selected_focus_ux_m,uniform_focus_ux_m,current_gain,phase_aligned_gain,coherence_efficiency,maximum_abs_phase_error_deg,selected_preout_offdiagonal_l2_over_diagonal,uniform_preout_offdiagonal_l2_over_diagonal
242000.0,1.9848067983244933e-8,1.288396468569356e-8,1.5405248669522014,3.0558537415119273,0.5041225782586063,154.96476325226013,0.5576998171445708,0.5361587546398746
