design_path,axial_length_mm,path_length_mm,smooth_amplitude_mm,peak_over_equal_path,peak_over_device,energy_over_equal_path,broadening_ratio,pulse_correlation,postcursor_ratio,transverse_energy_ratio,near_amplitude_over_device,near_phase_deg_over_device,near_group_delay_us_over_device,target_amplitude_over_device,target_phase_deg_over_device,passed
/Users/mixx3/Desktop/betters/metamaterials/results/horn_monotonic_group_delay_193p8_290p1khz/corrected_monotonic_lens_v1.jld2,50.663944208799734,57.62047721875173,11.373832376974246,0.9690921370862534,0.8415768869021047,0.9619171503077113,1.0,0.9998758900746681,0.09245793309182279,0.0022694343822049286,0.8422077958797386,-305.1514078846531,3.9871641984134896,0.8499941235246521,-305.139713116618,true
