reliable_diagonal_channel_count,reliable_focus_channel_count,joint_reliable_channel_count,delay_observable_rms_difference_us,maximum_lens_crosstalk_ratio,maximum_uniform_crosstalk_ratio,crosstalk_dominant,v1_focus_change,v1_maximum_phase_error_deg,phase_delay_compatible,dispersion_intercept_conflict
7,7,7,0.6071919976764538,0.06434716067367086,0.06216630371641846,false,-0.24891042923823425,165.07342351528433,false,true
