level_id,frequency_khz,path_mesh_size_mm,focus_mesh_size_mm,receiver_mesh_size_mm,lens_nodes,lens_elements,v1_focus_nm,v0_focus_nm,uniform_focus_nm,v1_matched_gain,v0_matched_gain,v1_focus_change_from_v0,v1_fwhm_mm,v1_sidelobe_ratio,central_channel_over_outer_edge,maximum_output_phase_error_deg,mirror_amplitude_mismatch,mirror_phase_mismatch_deg,gain_passed,central_amplitude_passed,phase_passed,fwhm_passed,sidelobe_passed,mirror_amplitude_passed,mirror_phase_passed,carrier_gate_passed,full_transient_authorized,matched_reference_reused,phase4_allocator_crash_count,path_h_over_lambda_s,focus_h_over_lambda_s,receiver_h_over_lambda_s
phase3,242.0,0.3867768595041322,0.7735537190082644,1.2086776859504131,142904,817287,1.8091275876228405,2.408670893656528,1.1281054378587831,1.6036866120038225,2.1351469577421245,-0.24891042923823425,10.0,0.5523508375038915,0.7113273097431819,165.07342351528433,0.0,0.0,false,false,false,false,false,true,true,false,false,true,2,0.08,0.16,0.25
