common_diffuser_length_mm,edge_output_height_mm,center_output_height_mm,target_edge_amplitude_ratio,target_center_amplitude_ratio,measured_edge_amplitude_ratio,measured_center_amplitude_ratio,extreme_ratio_relative_error,edge_phase_shift_deg,center_phase_shift_deg,edge_equal_power_efficiency_ratio,center_equal_power_efficiency_ratio,baseline_edge_power_w_per_m,physical_edge_power_w_per_m,baseline_center_power_w_per_m,physical_center_power_w_per_m,passed
112.11939876619402,1.4081731887886972,11.484140153661503,0.20116759839838533,1.6405914505230719,0.5804314165633008,1.0371362660065162,-0.7808999398648548,44.19333025977824,102.75761092580522,0.5627685788346097,1.0703740820735927,113.58426266415054,120.82597340193023,113.29778966749271,106.37067360845023,false
