lower_frequency_khz,carrier_frequency_khz,upper_frequency_khz,reliable_channel_count,maximum_target_delay_us,maximum_reliable_measured_delay_us,effective_group_speed_m_s,reliable_rms_delay_error_before_us,predicted_rms_delay_error_after_us,maximum_phase_fit_residual_deg,maximum_reliable_phase_fit_residual_deg,old_maximum_extra_path_mm,corrected_maximum_extra_path_mm,old_common_axial_length_mm,corrected_common_axial_length_mm,minimum_inner_radius_mm,minimum_anchor_amplitude_ratio,minimum_carrier_amplitude_ratio,monotonic_gate,curvature_gate,lower_frequency_over_f0,upper_frequency_over_f0,maximum_target_delay_cycles,effective_group_speed_over_receiver_speed,old_maximum_extra_path_over_lambda_p,corrected_maximum_extra_path_over_lambda_p,corrected_axial_length_over_lambda_p,minimum_inner_radius_over_throat_width
193.8,242.0,290.1,7,5.776763103956275,7.983273067471461,1147.4222824894227,1.790518885465986,0.0,86.4637820591362,19.891717413991906,9.724,6.956533009951998,50.663944208799734,50.663944208799734,4.916516130945867,0.510682687407387,0.6843595316479102,true,true,0.8008264462809918,1.1987603305785124,1.3979766711574184,0.49035140277325756,1.0056444444444446,0.7194363198326426,5.239604486551084,3.0728225818411667
