length_mm,target_coherence,overlap_phase_deg
26.9,0.44978486549938185,-33.05540265543562
26.95,0.4497177970287442,-34.041585618295805
27.0,0.4496346042148153,-35.02827223101867
27.05,0.4495347669241093,-36.015466716084184
27.1,0.44941775180892946,-37.0031733789852
27.15,0.44928301226746115,-37.991396609502836
27.2,0.44912998842369667,-38.98014088303583
27.25,0.44895810712881984,-39.96941076198198
27.3,0.44876678198573144,-40.95921089717511
27.35,0.4485554133984751,-41.94954602938003
27.4,0.4483233886483651,-42.94042099084531
27.45,0.4480700819986861,-43.93184070691746
27.5,0.44779485482988984,-44.92381019771794
27.55,0.4474970558072541,-45.91633457988525
27.6,0.4471760210830183,-46.90941906838425
27.65,0.44683107453506066,-47.90306897838551
27.7,0.44646152804418576,-48.89728972721696
27.75,0.44606668181214476,-49.89208683638974
27.8,0.4456458247225157,-50.88746593370272
27.85,0.44519823474655856,-51.88343275542648
27.9,0.44472317939618733,-52.8799931485723
27.95,0.44421991622616147,-53.87715307324651
28.0,0.4436876933875766,-54.87491860509628
28.05,0.44312575023467116,-55.873295937848006
28.1,0.44253331798695,-56.87229138594464
28.15,0.4419096204484875,-57.87191138728274
28.2,0.44125387478622957,-58.872162506057165
28.25,0.44056529236896663,-59.8730514357134
28.3,0.4398430796685216,-60.87458500201605
28.35,0.43908643922454926,-61.876770166235886
28.4,0.43829457067414607,-62.8796140284612
28.45,0.4374666718472862,-63.88312383103983
28.5,0.43660193992883733,-64.8873069621546
28.55,0.4356995726877054,-65.89217095954196
28.6,0.4347587697733255,-66.89772351435661
28.65,0.4337787340794481,-67.90397247519114
28.7,0.4327586731748219,-68.91092585225626
28.75,0.4316978008000159,-69.91859182172891
28.8,0.430595338429256,-70.92697873027707
28.85,0.429450516895701,-71.93609509976788
28.9,0.4282625780782274,-72.94594963216952
28.95,0.427030776647239,-73.95655121465346
29.0,0.42575438186664194,-74.96790892490931
29.05,0.4244326794485428,-75.98003203668011
29.1,0.4230649734567921,-76.99293002553044
29.15,0.4216505882549218,-78.00661257485811
29.2,0.4201888704935293,-79.02108958216016
29.25,0.4186791911315865,-80.03637116556803
29.3,0.4171209474856544,-81.05246767066359
29.35,0.4155135653004265,-82.0693896775913
29.4,0.41385650083350467,-83.0871480084802
29.45,0.41214924294678223,-84.1057537351932
29.5,0.4103913151963573,-85.12521818741945
29.55,0.408582277912397,-86.14555296112785
29.6,0.4067217302599442,-87.16676992740182
29.65,0.40480931227129435,-88.1888812416728
29.7,0.40284470684017926,-89.21189935337753
29.75,0.40082764166770274,-90.23583701605843
29.8,0.39875789114978766,-91.26070729793335
29.85,0.3966352781956192,-92.28652359296032
29.9,0.3944596759665436,-93.31329963242224
29.95,0.3922310095248131,-94.34104949706494
30.0,0.38994925738161856,-95.36978762981472
30.05,0.3876144529339716,-96.39952884911203
30.1,0.38522668578024394,-97.43028836289493
30.15,0.38278610290443305,-98.4620817832692
30.2,0.3802929097196502,-99.49492514190729
30.25,0.3777473709618359,-100.52883490621569
30.3,0.37514981142521087,-101.56382799631929
30.35,0.3725006165317237,-102.59992180290995
30.4,0.3698002327274561,-103.63713420601063
30.45,0.36704916769981294,-104.67548359471338
30.5,0.36424799041019884,-105.71498888794702
30.55,0.3613973309379285,-106.75566955634321
30.6,0.3584978801320934,-107.79754564526368
30.65,0.3555503890692665,-108.84063779906697
30.7,0.3525556683160203,-109.884967286691
30.75,0.3495145869964719,-110.93055602863505
30.8,0.3464280716661986,-111.97742662543523
30.85,0.34329710499515337,-113.02560238772624
30.9,0.34012272426335877,-114.07510736799915
30.95,0.336906019674395,-115.1259663941641
31.0,0.3336481324928527,-116.17820510504288
31.05,0.3303502530130803,-117.23184998791834
31.1,0.3270136183675744,-118.28692841828634
31.15,0.3236395101844874,-119.34346870195908
31.2,0.3202292521045737,-120.40150011968638
31.25,0.31678420716884453,-121.4610529744721
31.3,0.31330577508892193,-122.52215864177731
31.35,0.30979538941280443,-123.58484962282132
31.4,0.30625451459930875,-124.6491596012005
31.45,0.30268464301492115,-125.71512350307711
31.5,0.29908729186715943,-126.78277756119451
31.55,0.2954640000887521,-127.85215938301442
31.6,0.2918163251871034,-128.92330802328416
31.65,0.2881458400734813,-129.99626406137634
31.7,0.2844541298862758,-131.07106968377056
31.75,0.28074278882246956,-132.14776877208055
31.8,0.27701341699110704,-133.2264069970678
31.85,0.2732676173021623,-134.3070319191206
31.9,0.2695069924036792,-135.38969309572428
31.95,0.26573314167945145,-136.47444219649617
32.0,0.2619476583188702,-137.56133312641262
32.05,0.25815212646979324,-138.65042215791792
32.1,0.254348118484511,-139.7417680726692
32.15,0.25053719226807886,-140.83543231374523
32.2,0.24672088873732942,-141.93147914923395
32.25,0.242900729398088,-143.0299758481961
32.3,0.2390782140470864,-144.13099287011576
32.35,0.235254818604226,-145.23460406905144
