frequency_hz,source_traction_pa,focus_x_mm,defect_radius_mm,receiver_x_mm,selected_focus_ux_m,uniform_focus_ux_m,selected_local_kinetic_energy_density_j_m3,uniform_local_kinetic_energy_density_j_m3,selected_receiver_scattered_ux_rms_m,uniform_receiver_scattered_ux_rms_m,selected_receiver_scattered_ux_peak_m,uniform_receiver_scattered_ux_peak_m,lambda_p_mm,lambda_s_mm,focus_amplitude_gain,local_energy_gain,scattering_gain_equal_noise_snr_gain,snr_improvement_db,defect_diameter_over_lambda_s
242000.0,1.0e6,88.0,2.0,68.0,2.271309377059276e-8,1.6159257955212245e-8,0.8050946516037792,0.4075088984352428,5.161036004749387e-9,3.5826397675782893e-9,6.472698230290613e-9,4.482608896498439e-9,25.297943956236498,12.743017674320509,1.4055777705600982,1.9756492550106037,1.4405679441888253,3.170674930779284,0.31389739088730334
