group,y_mm,pressure_weight
1,0.0,1.2195573647544065
2,8.2,0.9937275884003612
3,16.4,0.8692839698092754
4,24.6,0.8555545615319621
5,32.8,0.9182838091439809
6,41.0,0.5209386519845053
7,49.2,0.6581252860118911
8,57.4,0.1495408415656969
