diffuser,lens_focus_ux_nm,matched_uniform_focus_ux_nm,matched_pressure_gain,lens_active_power_w,matched_uniform_active_power_w,matched_power_normalized_gain,abrupt_uniform_focus_ux_nm,abrupt_uniform_active_power_w,pressure_gain_over_abrupt,power_normalized_gain_over_abrupt,ideal_scalar_gain,ideal_efficiency,fwhm_mm,profile_peak_y_mm,transverse_energy_ratio,passed
true,2.973016284558328,1.6333093543269632,1.820240774769466,15.194774564934757,14.177085112019656,1.7582279573497182,1.222860406938387,8.991541179702033,2.4311984161804014,1.8702098603063497,3.446013111599341,0.5102209133887192,12.0,0.0,0.00014879338772815314,false
