weighted_focus_ux_nm,weighted_active_power_w,abrupt_uniform_focus_ux_nm,abrupt_uniform_active_power_w,equal_power_gain_over_abrupt,diffuser_uniform_focus_ux_nm,diffuser_uniform_active_power_w,equal_power_gain_over_diffuser,predicted_focus_ux_nm,prediction_relative_error,fwhm_mm,profile_peak_y_mm,transverse_energy_ratio,passed
2.0296241471294447,5.892075976352206,1.222860406938387,8.991541179702033,2.050319947553158,1.6333093543269632,14.177085112019656,1.927553655774901,2.0296241471296366,-9.447997939560082e-14,16.0,0.0,0.00017809922539464932,true
