frequency_hz,lens_focus_ux_abs_nm,reference_focus_ux_abs_nm,pressure_gain,lens_active_power_w,reference_active_power_w,equal_power_gain,relative_phase_deg
226040.0,2.004129714259084,1.948905748664598,1.0283358831653746,5.402517730358142,19.906212785525796,1.9739275619588683,15.692734566109282
234020.0,2.006599226393343,1.0899520530182456,1.8409977033730613,5.564047959506042,6.614127695282257,2.007215962259844,-27.17876496041908
242000.0,2.0296241471294447,1.222860406938387,1.6597349424460563,5.892075976352206,8.991541179702033,2.0503199475531586,-61.35984670553665
249970.0,2.0525174536861894,2.1032668193118025,0.9758711709044038,6.5371884909140805,31.527188665746504,2.1430860405162506,-135.89813708857088
257940.0,2.103870416581689,1.2344136055332098,1.7043480460286355,7.238731546622642,11.541881311421333,2.152114401177221,-224.8686012300022
