weighted_focus_ux_nm,weighted_active_power_w,abrupt_uniform_focus_ux_nm,abrupt_uniform_active_power_w,equal_power_gain_over_abrupt,diffuser_uniform_focus_ux_nm,diffuser_uniform_active_power_w,equal_power_gain_over_diffuser,predicted_focus_ux_nm,prediction_relative_error,fwhm_mm,profile_peak_y_mm,transverse_energy_ratio,passed
2.509800938501644,8.991541179701741,1.222860406938387,8.991541179702033,2.0524018311994783,1.6333093543269632,14.177085112019656,1.9295108832008694,2.5098009385018116,-6.672440377997191e-14,12.0,0.0,0.00017716092475475323,true
