frequency_hz,lens_focus_ux_abs_nm,reference_focus_ux_abs_nm,pressure_gain,lens_active_power_w,reference_active_power_w,equal_power_gain,relative_phase_deg
193800.0,2.6166287447463064,2.407258964334131,1.0869743486322787,8.483434528187967,20.949215780674542,1.7081158560320275,-75.82400972620367
242000.0,2.509800938501644,1.222860406938387,2.0524018311994454,8.991541179701741,8.991541179702033,2.0524018311994787,-61.36707145796585
290100.0,1.5244110130706023,1.4679738130569047,1.0384456449506907,8.568011586349927,30.271043025750174,1.9518994398907084,-132.96811589696296
