baseline_root,current_equal_power_gain,current_matched_equal_power_gain,optimized_nonnegative_equal_power_gain,baseline_uniform_power_w,matched_uniform_power_w,reconstructed_lens_power_w,stored_lens_power_w,power_reconstruction_relative_error,minimum_power_matrix_eigenvalue,minimum_weight,maximum_weight,passed
/Users/mixx3/Desktop/betters/metamaterials/tmp/aluminium_horn_ttd_full_aperture_242khz,1.8702098603059147,1.7582279573493091,2.0524018311995817,8.991541179702033,14.177085112019656,15.194774564941774,15.194774564934757,4.618527782440651e-13,1.1044903107888988,0.1495408415656969,1.2195573647544065,true
