carrier_weight_anchor_impulse_gain,optimized_anchor_impulse_gain,lower_single_frequency_upper_bound_gain,carrier_single_frequency_upper_bound_gain,upper_single_frequency_upper_bound_gain,broadening_ratio,pulse_correlation,postcursor_ratio,equal_energy_scale,minimum_weight,maximum_weight,total_objective_evaluations,passed
1.9329490587032567,1.9714338972814653,1.7900956048589083,2.0524018311995817,2.2951614239666376,1.1527093596059115,0.9690504296729874,0.07510955836554777,1.6437555862949758,0.07830755342651782,1.0,1349,false
